Sl.No,Company Name,Website,Twitter_url,Facebook_url,Linkedin_url,Crunchbase_url,City,Country,CEO,CTO,EMAIL
2560,Audioland,audioland.io,twitter.com/theaudioland,NaN,linkedin.com/company/theaudioland,crunchbase.com/organization/audioland-9101,Austin,United States,Larissa Licha,NaN,info@audioland.is
2561,GlÃ¼xKind,gluxkind.com,twitter.com/@Glux_Kind,facebook.com/gluxkindTech/,linkedin.com/company/65668460,crunchbase.com/organization/glÃ¼xkind,Vancouver,Canada,NaN,NaN,No official contact email found.
2562,Tromml,tromml.com,NaN,NaN,linkedin.com/company/tromml,crunchbase.com/organization/tromml,Durham,United States,NaN,NaN,info@tromml.com
2563,PipeOps,pipeops.io,twitter.com/PipeOps,NaN,linkedin.com/company/pipeops,crunchbase.com/organization/pipeops,Lekki,Nigeria,Serge Gusev,NaN,hello@pipeops.io
2564,Legends,livemylegend.com,twitter.com/livemylegends,facebook.com/livemylegend11/,linkedin.com/company/livemylegend,crunchbase.com/organization/legends-4d26,New York,United States,Materian.ai (Techst,NaN,info@legends.net
2565,Approva,approva.co,NaN,NaN,linkedin.com/company/approva-financial,crunchbase.com/organization/approva-70e4,Toronto,Canada,Zerio,NaN,No official contact email found.
2566,Parlay Finance,parlay.finance,NaN,NaN,linkedin.com/company/parlayprotocol,crunchbase.com/organization/parlay-60ef,Alexandra,United States,Sada Wane,NaN,hello@parlay.finance
2567,Sotira,sotira.co,twitter.com/Sotira_app,NaN,linkedin.com/company/sotira-fintech,crunchbase.com/organization/sotira,Menlo Park,United States,NaN,NaN,support@sotira.co
2568,Rockhopper,rockhoppersolutions.com,NaN,NaN,linkedin.com/company/rockhoppersolutions,NaN,New York,United States,Taste Media,NaN,info@rockhopperexploration.co.uk
2569,Joyn,joyn.one,NaN,NaN,linkedin.com/company/joyn-connect,crunchbase.com/organization/joyn-65fd,Brooklyn,United States,Nelson Chu,NaN,info@joyn.de
2570,Byte Detection,bytedetection.com,NaN,NaN,NaN,crunchbase.com/organization/byte-detection,Los Angeles,United States,NaN,NaN,No official contact email found.
2571,Upgrade Boutique,upgradeboutique.com,NaN,facebook.com/upgradeboutique,linkedin.com/company/upgrade-boutique,crunchbase.com/organization/upgrade-boutique,Houston,United States,Jennifer Branton,NaN,info@upgradeboutique.com
2572,Approveit,approveit.today,twitter.com/approveit_,facebook.com/approveittoday,linkedin.com/company/approveit-today,crunchbase.com/organization/approveit-today,Dover,United States,Raj Bains,NaN,info@approveit.today
2573,Materian.ai,materian.ai,twitter.com/materian_ai,NaN,linkedin.com/company/materian-ai,crunchbase.com/organization/materian-ai,Albuquerque,United States,Darius Grandberry,NaN,No official contact email found.
2574,Zerio,zerio.com,twitter.com/getzerio,facebook.com/getzerio/,linkedin.com/company/zerio,crunchbase.com/organization/zerio,Lexington,United States,Globowl,NaN,NAN
2575,XpressRun,xpressrun.com,twitter.com/XpressRun_hq,facebook.com/xpressrunapp,linkedin.com/company/xpressrun,crunchbase.com/organization/xpressrun,Louisville,United States,Andrew van Beek,NaN,sada@xpressrun.com
2576,Testimonial IQ,testimonialiq.com,NaN,NaN,linkedin.com/company/testimonial-iq,crunchbase.com/organization/testimonial-iq,Denver,United States,Mia Umanos,NaN,andrew@testimonialiq.com
2577,TasteMedia,tasteisfun.com,NaN,NaN,linkedin.com/company/tasteisfun,NaN,Miami,United States,Excellent LinkedIn,NaN,No official contact email found.
2578,Superinsight,superinsight.ai,twitter.com/superinsightai,NaN,linkedin.com/company/superinsight,crunchbase.com/organization/superinsight,West Covina,United States,NaN,NaN,hello@superinsight.ai
2579,SMART Charts,mysmartcharts.com,twitter.com/mysmartcharts,facebook.com/mysmartcharts,linkedin.com/company/smart-charts,crunchbase.com/organization/smart-charts,Chicago,United States,Will Beilharz,NaN,info@smartchartsfx.com
2580,Remembrance,notliveyet.com,NaN,NaN,linkedin.com/company/remembranceworld,crunchbase.com/organization/not-live-yet,HIllsboro,United States,NaN,NaN,info@remembrance.com
2581,Profeci,profeci.ai,NaN,NaN,NaN,crunchbase.com/organization/profeci,Calabasas,United States,NaN,NaN,No official contact email found.
2582,Leagueswype,leagueswype.com,twitter.com/Leagueswype,facebook.com/LeagueSwypeLLC/,linkedin.com/in/darius-grandberry-5048b5b0,crunchbase.com/organization/leagueswype,Aurora,United States,NaN,NaN,No official contact email found.
2583,Globowl,theglobowl.com,twitter.com/theglobowl,facebook.com/theglobowl/,linkedin.com/company/theglobowl,NaN,Middletown,United States,Skilbi,NaN,info@globowl.com
2584,dev-docs,dev-docs.typedream.app,twitter.com/a,facebook.com/na,linkedin.com/in/andrewryanvanbeek,NaN,Chicago,United States,NaN,NaN,No official contact email found.
2585,Clickvoyant,clickvoyant.com,twitter.com/clickvoyant,facebook.com/clickvoyant,linkedin.com/company/clickvoyant,crunchbase.com/organization/clickvoyant,San Diego,United States,NaN,NaN,hello@clickvoyant.com
2586,Brief,briefme.io,NaN,NaN,linkedin.com/company/briefmeio,crunchbase.com/organization/brief-8482,Seattle,United States,Priviom (Techstars,NaN,No official contact email found.
2587,Bleach Cyber,bleachcyber.com,twitter.com/bleachcybersec,facebook.com/bleachcyber,NaN,crunchbase.com/organization/bleach-cyber,Austin,United States,Motivision,NaN,info@bleachcyber.com
2588,Artistree,artistree.io,twitter.com/artistreeio,facebook.com/artistree/,linkedin.com/company/artistreeio,crunchbase.com/organization/artistree-7662,McLean,United States,NaN,NaN,support@artistree.io
2589,Activated Scale,activatedscale.com,NaN,NaN,linkedin.com/company/activatedscale,crunchbase.com/organization/activated-scale,Evanston,United States,William Smith,NaN,No official contact email found.
2590,What She Said App,whatshesaidapp.com,NaN,facebook.com/WhatSheSaidInc,linkedin.com/company/what-she-said-inc,NaN,Denver,United States,John Grinwall,NaN,info@share.farm
2591,The 2.0 Collective,the20.co,twitter.com/2pt0collective,facebook.com/the2.0co,linkedin.com/company/the20co,crunchbase.com/organization/the-2-0-collective,Charlotte,United States,Numan Dharani,NaN,NaN
2592,Skilbi,skilbi.com,twitter.com/Its_Skilbi,NaN,linkedin.com/company/helloskilbi,crunchbase.com/organization/skilbi,Oak Park,United States,HandsDown,NaN,NaN
2593,Share Farm,sharefarm.com,twitter.com/ShareFarmApp,facebook.com/sharefarmapp/,linkedin.com/company/share-farm,crunchbase.com/organization/share-farm,Colbert,United States,Daniel Godbout,NaN,NaN
2594,Ride iQ,ride-iq.com,NaN,facebook.com/RideIQOfficial/,linkedin.com/company/ride-iq,crunchbase.com/organization/ride-iq,Brooklyn,United States,Copyt,NaN,NaN
2595,Priviom,priviom.io,NaN,NaN,linkedin.com/company/priviom,crunchbase.com/organization/priviom,Austin,United States,Clyn,NaN,NaN
2596,Motivision,motivision.us,NaN,NaN,linkedin.com/company/gymee,crunchbase.com/organization/gymee,Demarest,United States,Stacy Johnson,NaN,NaN
2597,Mother of Fact,motheroffact.com,NaN,facebook.com/MotherofFact,linkedin.com/company/nurturetalk,crunchbase.com/organization/nurturetalk,Sunapee,United States,NaN,NaN,NaN
2598,mbue,mbue.ai,NaN,NaN,linkedin.com/company/mbue,crunchbase.com/organization/mbue,West Lake Hills,United States,NaN,NaN,NaN
2599,Maxwell,maxwell.app,twitter.com/maxwellapphq,facebook.com/maxwell.app.hq,linkedin.com/company/maxwell-app,crunchbase.com/organization/maxwell-app,Omaha,United States,NaN,NaN,NaN
2600,hifive,hifivecommunity.com,NaN,NaN,linkedin.com/company/hifivecommunity,crunchbase.com/organization/hifive-a609,College Station,United States,Brandon Paton,NaN,info@hifives.in1
2601,HandsDown,itshandsdown.com,NaN,facebook.com/ItsHandsDown,linkedin.com/company/itshandsdown,crunchbase.com/organization/handsdown,Burlington,United States,NaN,NaN,hello@handsdown.co3
2602,Foliolens,foliolens.com,twitter.com/foliolens,facebook.com/foliolens/,linkedin.com/company/foliolens,crunchbase.com/organization/foliolens,Carlsbad,United States,Julio Lavalle,NaN,info@arrivo.ai5
2603,Copyt,copyt.io,twitter.com/copytio,facebook.com/Copyt.io,linkedin.com/company/copyt,crunchbase.com/organization/copyt,Lexington,United States,Khanh LÃª,NaN,NaN
2604,Clyn,clynapp.com,twitter.com/clynapp,facebook.com/clynapp,linkedin.com/company/clynapp,crunchbase.com/organization/clyn,Phoenix,United States,Zirtue,NaN,mail@clyn.group7
2605,CentralTexas.com,squaredeal.app,NaN,NaN,linkedin.com/company/squaredeal,crunchbase.com/organization/squaredeal,San Marcos,United States,Melissa Pancoast,NaN,NaN
2606,3D Continuum,3dcontinuum.com,NaN,NaN,linkedin.com/company/3dcontinuum,crunchbase.com/organization/3d-continuum,San Francisco,United States,NaN,NaN,NaN
2607,Teamgage Pty Ltd.,teamgage.com,twitter.com/teamgage,facebook.com/teamgageofficial/,linkedin.com/company/3247664,crunchbase.com/organization/teamgage,Adelaide,Australia,Sunthetics,NaN,mail@teamgage.com9
2608,NIMIS Cybersecurity,nimis.ai,twitter.com/NIMISCyber,NaN,linkedin.com/company/nimis-cybersecurity,crunchbase.com/organization/nimis-cybersecurity,Melbourne,Australia,NaN,NaN,cyber@nimis.ai11
2609,Localize,localizejs.com,twitter.com/localizejs,facebook.com/localizejs,linkedin.com/company/localizecorp,crunchbase.com/organization/localize-js,Kingston,United States,Suneera Madhani,NaN,support@localizejs.com13
2610,Package Zen,packagezen.com,twitter.com/packagezen,facebook.com/packagezen,linkedin.com/company/package-zen,crunchbase.com/organization/package-zen,Chicago,United States,Hans Villa,NaN,support@packagezen.com15
2611,MiBolsillo,mibolsillo.pe,twitter.com/mibolsilloapp,facebook.com/mibolsillope/,linkedin.com/company/mibolsillo,crunchbase.com/organization/mibolsillo,Comas,Peru,NaN,NaN,info@mibolsillo.com17
2612,InFLOWS,designflow.inflows-ai.com,NaN,NaN,linkedin.com/company/inflowsai,NaN,Paris,France,NaN,NaN,info@inflows.com19
2613,Zirtue,zirtue.com,twitter.com/zirtueme,facebook.com/zirtue,linkedin.com/company/zirtue,crunchbase.com/organization/zirtue,Dallas,United States,Dwayne Behrens,NaN,support@zirtue.com21
2614,thebeans,thebeans.io,twitter.com/thebeans_io,facebook.com/thebeans.io,linkedin.com/company/the-beans,crunchbase.com/organization/the-beans,San Anselmo,United States,Christian Duffus,NaN,hello@thebeans.com23
2615,Swipe Credit,exploreswipe.com,twitter.com/CreditSwipe,NaN,linkedin.com/company/swipe-credit,crunchbase.com/organization/swipe-credit,Atlanta,United States,NaN,NaN,info@swipecredit.com25
2616,Sunthetics,sunthetics.org,NaN,NaN,linkedin.com/company/sunthetics,crunchbase.com/organization/sunthetics,New York City,United States,Shahrukh Shamim,NaN,info@sunthetics.org27
2617,Sunny Day Fund,sunnydayfund.com,twitter.com/sunnydayfund,facebook.com/mysunnydayfund/,linkedin.com/company/sunny-day-fund,crunchbase.com/organization/sunny-day-fund,Falls Church,United States,NaN,NaN,hello@sunnydayfund.com29
2618,Staax,staaxapp.com,NaN,NaN,linkedin.com/company/staax,crunchbase.com/organization/staax,San Francisco,United States,Cybrik,NaN,info@staax.com31
2619,Nufi.mx,nufi.mx,twitter.com/nufi_mx,facebook.com/NUFI-109065984727702,linkedin.com/company/nufilatam,crunchbase.com/organization/nufi-56d8,Monterrey,Mexico,Akshay Jain,NaN,contacto@nufi.mx
2620,Mobile Fluid Recovery,mobilefluid.com,NaN,facebook.com/mobilefluid,linkedin.com/company/mobile-fluid-recovery,crunchbase.com/organization/mobile-fluid-recovery,Seguin,United States,Kevin Bidwell,NaN,info@mobilefluidrecovery.com
2621,Meta Construction Technologies,broadloop.com,twitter.com/broadloopapp,facebook.com/metactlou,linkedin.com/company/meta-construction-technologies-llc,crunchbase.com/organization/meta-construction-technologies,Sellersburg,United States,NaN,NaN,info@meta-ct.com
2622,Innovakote,innovakote.com,NaN,facebook.com/innovakote,linkedin.com/company/innovakote,crunchbase.com/organization/innovakote,Kent City,United States,David Lighton,NaN,info@innovakote.com
2623,Fonbnk,fonbnk.com,twitter.com/fonbnk1,facebook.com/TheFonbnkTeller/,linkedin.com/company/fonbnk-inc,crunchbase.com/organization/fonbnk,Washington,United States,"Jonathan Garbe, CFA",NaN,info@fonbnk.com
2624,Firmus linxe,linxe.com,twitter.com/linxe17,facebook.com/Linxe-Libranzas-en-L%C3%ADnea-442453749843827/,linkedin.com/company/firmus-sas,crunchbase.com/organization/linxe-libranzas-en-l%C3%ADnea,BogotÃ¡,Colombia,Brad Bouse,NaN,info@firmuslinxe.com
2625,EnviCore,envicoreinc.com,twitter.com/EnvicoreI,NaN,linkedin.com/company/envicore-inc,crunchbase.com/organization/envicore-inc,Calgary,Canada,Albert Gardiner,NaN,info@envicore.com
2626,Engaged Citizens,engagedcitizens.us,NaN,NaN,linkedin.com/company/engaged-citizens,NaN,DENVER,United States,NaN,NaN,info@engagedcitizens.com
2627,Cybrik,cybrik.ai,twitter.com/cybrik,NaN,linkedin.com/company/cybrikai,crunchbase.com/organization/cybrik,Houston,United States,Gershon Goren,NaN,info@cybrik.com
2628,Cancrie,cancrie.co,NaN,NaN,linkedin.com/company/cancrie,crunchbase.com/organization/cancrie,Jaipur,India,Aarik Gulaya,NaN,info@cancrie.com
2629,Pubble,pubble.io,twitter.com/pubbleio,facebook.com/pubbleio,linkedin.com/company/pubble-co,crunchbase.com/organization/pubble,Mountain View,United States,Aidan Gomez,NaN,hello@pubble.io
2630,Good Audience,goodaudience.com,twitter.com/GoodAudience,facebook.com/goodaudience,linkedin.com/company/3606692,crunchbase.com/organization/goodaudience,London,United Kingdom,Xcredit Lindln,NaN,hello@goodaudience.com1
2631,SendFriend,sendfriend.io,twitter.com/sendfriendinc,facebook.com/sendfriendinc,linkedin.com/company/sendfriend,crunchbase.com/organization/sendfriend-inc,Jersey City,United States,Virtual CEO,NaN,info@sendfriend.io3
2632,Fintros,fintros.com,twitter.com/fintroductions,facebook.com/fintros/,linkedin.com/company/fintros,crunchbase.com/organization/fintros,Toronto,Canada,NaN,NaN,hello@fintros.com4
2633,Lightboard,lightboarding.com,twitter.com/lightboarding,facebook.com/lightboarding/,linkedin.com/company/lightboarding,crunchbase.com/organization/lightboard#section-overview,Seattle,United States,NaN,NaN,hello@lightboard.io6
2634,Fairwaves,fairwaves.co,twitter.com/fairwaves,facebook.com/fairwavesco/,linkedin.com/company/998442,crunchbase.com/organization/fairwaves,Somerville,United States,Bryon Pierson Jr.,NaN,info@fairwaves.co7
2635,Onion Corporation,onion.io,twitter.com/OnionIoT,facebook.com/OnionIoT,linkedin.com/company/onion-corporation,crunchbase.com/organization/onion,Markham,Canada,NaN,NaN,hello@onion.io8
2636,Cangrade,cangrade.com,twitter.com/cangrade,facebook.com/Cangrade,linkedin.com/company/cangrade,crunchbase.com/organization/cangrade#section-overview,Cambridge,United States,NaN,NaN,info@cangrade.com9
2637,SAFA.ai,safa.ai,twitter.com/safa_soft,facebook.com/Safasoftofficial,linkedin.com/company/safaai,crunchbase.com/organization/safa,South Bend,United States,NaN,NaN,team@safa.ai10
2638,cohere,thecohere.com,twitter.com/TheCohere,NaN,linkedin.com/company/thecohere,crunchbase.com/organization/cohere-commerce,Pasadena,United States,Blu Atwood,NaN,team@cohere.ai11
2639,XCredit,myxcredit.com,twitter.com/myxcredit,facebook.com/profile.php,linkedin.com/company/xcredit,crunchbase.com/organization/xcredit,Pleasanton,United States,NaN,NaN,support@myxcredit.com12
2640,Vyrtual,vyrtual.co,NaN,NaN,linkedin.com/company/vyrtual,crunchbase.com/organization/vyrtual,New York,United States,NaN,NaN,hello@vyrtual.com
2641,MobilityZ Health,humansinspace.co,twitter.com/mobilityzhealth,NaN,linkedin.com/company/mobilityzhealth,crunchbase.com/organization/humans-in-space,Cypress,United States,NaN,NaN,info@mobilityz.com
2642,GO See The City,goseethecity.com,twitter.com/goseethecity/,facebook.com/GoSeeTheCity/,linkedin.com/in/aneshai-smith-458973118,crunchbase.com/organization/go-see-the-city,Tampa,United States,NaN,NaN,info@goseethecity.com
2643,EDUrain,edurain.org,twitter.com/officialedurain,facebook.com/EDURAINforu/,linkedin.com/company/edurain,crunchbase.com/organization/edurain,St. Louis,United States,Kinometrix | Linked,NaN,info@edurain.com
2644,GATE Space,gate.space,twitter.com/gatespacesys,NaN,linkedin.com/company/gatespace,crunchbase.com/organization/gate-space,San Francisco,United States,Brendan Lawlor,NaN,info@gatespace.com
2645,Imetalx Group,imetalx.com,NaN,NaN,linkedin.com/company/imetalx-group-llc,crunchbase.com/organization/imetalx-group,Sausalito,United States,NaN,NaN,info@imetalx.com
2646,Locus Lock,locuslock.com,NaN,NaN,linkedin.com/company/locus-lock,crunchbase.com/organization/locus-lock,Denver,United States,Dan Botero,NaN,info@locuslock.com
2647,Textual,textual.com,twitter.com/YEStobuy,NaN,linkedin.com/company/textual-com,crunchbase.com/organization/textual,Boise,United States,NaN,NaN,hello@textual.com
2648,Westwood Aerogel,westwoodaerogel.com,NaN,NaN,linkedin.com/company/westwood-aerogel,crunchbase.com/organization/westwood-aerogel,La Habra Heights,United States,NaN,NaN,info@westwoodaerogel.com
2649,Vital Audio,vitalaudio.io,twitter.com/vitalaudioinc,NaN,linkedin.com/company/vital-audio-inc,crunchbase.com/organization/vital-audio,BROOKLYN,United States,NaN,NaN,info@vital.audio
2650,Little Place Labs,littleplace.com,NaN,NaN,linkedin.com/company/little-place-labs,crunchbase.com/organization/little-place-labs,Houston,United States,William King,NaN,hello@littleplacelabs.com
2651,Linker Finance,linkerfinance.com,twitter.com/LinkerFinance,NaN,linkedin.com/company/linkerfinance,crunchbase.com/organization/linker-finance,Pasadena,United States,Tevin Harrell,NaN,info@linker.finance
2652,Kinometrix,kinometrix.com,twitter.com/Kinometrix,facebook.com/Kinometrix,linkedin.com/company/kinometrix,crunchbase.com/organization/kinometrix,Fort Belvoir,United States,NaN,NaN,info@kinometrix.com
2653,Kilsar,kilsar.com,NaN,NaN,linkedin.com/company/kilsar,crunchbase.com/organization/kilsar,Virginia Beach,United States,Stepwise,NaN,info@kilsar.com
2654,Iris Light Technologies,irislighttech.com,NaN,NaN,linkedin.com/company/iris-light-tech,crunchbase.com/organization/iris-light-technologies,Chicago,United States,SALUBATA (Techstars,NaN,info@irislight.com
2655,inlike,inlike.ai,twitter.com/inlike_ai,NaN,linkedin.com/company/inlike-ai,crunchbase.com/organization/inlike,Menlo Park,United States,PropTexx (Techstars,NaN,hello@inlike.com
2656,Esper Satellite Imagery,espersatellites.co,twitter.com/@EsperSats,facebook.com/espersatellites,linkedin.com/company/esper-sats,crunchbase.com/organization/esper-satellite-imagery,Patterson Lakes,Australia,Fernando Mendivil âš½,NaN,info@esper.com
