Sl.No,Company Name,Website,Twitter_url,Linkedin_url,Crunchbase_url,City,EMAIL
2208,Qoncert,qoncertapp.com,twitter.com/qoncertapp,linkedin.com/company/qoncertapp,crunchbase.com/organization/qoncert,Denver,info@qoncert.com
2209,Leadvolt,leadvolt.com,NaN,linkedin.com/in/jasonkillings,crunchbase.com/organization/leadvolt,CORAL GABLES,info@leadvolt.com
2210,Kouo,kouo.io,twitter.com/madebyflowcraft,linkedin.com/company/kouo-ltd,crunchbase.com/organization/kouo,London,info@kouo.com
2211,Latent Knowledge Solutions,latentknowledge.co,NaN,linkedin.com/company/latent-knowledge,crunchbase.com/organization/latent-knowledge,Redfern,info@latentknowledge.com
2212,Goodie Bag Food Co.,app.goodiebag.co,NaN,linkedin.com/company/goodiebag-co,crunchbase.com/organization/goodie-bag,Belmar,info@goodiebagfood.com
2213,Gentian,gentian.io,NaN,linkedin.com/company/gentian-ltd,crunchbase.com/organization/gentian,London,info@gentian.com
2214,farmshare,farmshare.co,NaN,linkedin.com/company/farmshareco,crunchbase.com/organization/farmshare-745a,Denver,info@farmshare.com
2215,Uuvipak,uuvipak.com,twitter.com/uuvipak,linkedin.com/company/uuvipak,crunchbase.com/organization/uuvipak,Newstead,info@uuvipak.com
2216,some.place,some.place,twitter.com/some_place,NaN,crunchbase.com/organization/some-place,North Bondi,info@some.place
2217,SeenCulture,seenculture.com,twitter.com/seenculture,linkedin.com/company/seenculture,crunchbase.com/organization/seenculture,Melbourne,info@seenculture.com
2218,Pico,getpico.co,NaN,NaN,crunchbase.com/organization/pico-0d28,Lewisham,info@pico.com
2219,Outread,out-read.com,NaN,linkedin.com/company/outread,crunchbase.com/organization/outread,Paradise,info@outread.com
2220,Mantaray Climate Pty Ltd,mantarayclimate.com.au,NaN,NaN,NaN,Potts Point,info@mantarayclimate.com
2221,LARKI,larki.au,NaN,NaN,crunchbase.com/organization/larki,Alexandria,info@larki.com.au
2222,Femtek,femtek.co,NaN,NaN,crunchbase.com/organization/femtek,Tootgarook,info@femtek.com
2223,DogBase,dogbase.co,NaN,linkedin.com/company/dogbase,crunchbase.com/organization/dogbase,Tel Aviv-Yafo,info@dogbase.com
2224,Buildoor Labs,buildoor.xyz,twitter.com/ buildoorxyz,linkedin.com/company/buildoorlabs,crunchbase.com/organization/buildoor-labs,Wardha,info@buildoorlabs.com
2225,Xodus Technologies,xodus.app,NaN,linkedin.com/company/xodus-app,NaN,Charlotte,info@xodustech.com
2226,Sway Home,sway-home.com,twitter.com/sway_home,linkedin.com/company/sway-home-inc,crunchbase.com/organization/sway-home,Philadelphia,info@swayhome.com
2227,ShowingHero,showinghero.com,twitter.com/Showinghero,linkedin.com/company/18311606,crunchbase.com/organization/showing-hero,Glenview,info@showinghero.com
2228,Sequense,sequensesoftware.com,twitter.com/qb3eczrzai,linkedin.com/company/sequense-software,crunchbase.com/organization/sequense,Austin,info@sequense.com
2229,Ruth Health,ruthhealth.com,twitter.com/RuthWomxn,linkedin.com/company/ruthhealth,crunchbase.com/organization/ruth-health,Los Angeles,info@ruthhealth.com
2230,Robyn,wearerobyn.co,twitter.com/we_are_robyn,linkedin.com/company/wearerobyn,crunchbase.com/organization/robyn-is-committed-to-destigmatizing-demystifying-and-democratizing-one-s-right-to-have-a-family,Los Angeles,info@robyn.com
2231,RisksessAML Limited,getraml.com,NaN,linkedin.com/company/raml,crunchbase.com/organization/risksessaml,Coventry,info@risksessaml.com
2232,Remmie,remmiehealth.com,twitter.com/remmiehealth,linkedin.com/company/remmie-health,crunchbase.com/organization/remmie,Seattle,info@remmie.com
2233,OutAt,outatinc.com,NaN,linkedin.com/company/outatinc,crunchbase.com/organization/outat-inc,Escondido,info@outat.com
2234,musiqmesh,musiqmesh.com,twitter.com/ musiqmesh,linkedin.com/company/musiqmesh,crunchbase.com/organization/musiqmesh,St Albans,info@musiqmesh.com
2235,Liquify,liquify.digital,twitter.com/liquifyglobal,linkedin.com/company/liquifydigital,crunchbase.com/organization/liquify-digital,London,info@liquify.com
2236,Kabila,joinkabila.com,twitter.com/joinkabila,linkedin.com/company/joinkabila,crunchbase.com/organization/kabila,Alpharetta,info@kabila.com
2237,Individual Technology,makahealth.com,twitter.com/makahealthtech,linkedin.com/company/makahealthtech,crunchbase.com/organization/maka-health,Ladysmith,info@individual.tech
2238,haulsale,haulsale.com,NaN,linkedin.com/company/85823421,crunchbase.com/organization/haulsale,Austin,info@haulsale.com
2239,Flexie,goflexie.com,twitter.com/pettygigs,linkedin.com/company/goflexie,crunchbase.com/organization/pettygigs,Charlotte,info@flexie.com
2240,Esoteric,esoteric.style,NaN,linkedin.com/company/80020850,crunchbase.com/organization/esoteric-72ce,London,info@esoteric.com
2241,Esca,escamenu.com,twitter.com/escamenu,linkedin.com/company/esca-menu,crunchbase.com/organization/esca,Killucan,info@esca.com
2242,Cryptive Ltd,cryptive.io,NaN,linkedin.com/company/cryptive-io,crunchbase.com/organization/cryptive-io,London,info@cryptive.com
2243,Combat IQ,combatiq.io,NaN,linkedin.com/company/combat-iq,crunchbase.com/organization/combat-iq,North York,info@combatiq.com
2244,Bob's Containers,bobscontainers.com,twitter.com/bobscontainers,linkedin.com/company/bobs-containers,crunchbase.com/organization/bobs-containers,Austin,info@bobscontainers.com
2245,Awake Labs,awakelabs.com,twitter.com/awakelabs,linkedin.com/company/awakelabs,crunchbase.com/organization/awake-labs,Toronto,info@awakelabs.com
2246,Asterizm,asterizm.io,twitter.com/Asterizm_layer,linkedin.com/company/asterizm,crunchbase.com/organization/asterizm,New York,info@asterizm.com
2247,Aidos Healthcare,inferencesolutions.com,twitter.com/InferenceHealth,linkedin.com/company/inferencesolutions,crunchbase.com/organization/inference-health,Sacramento,info@aidoshealthcare.com
2248,Vocalytics,vocalytics.ai,twitter.com/vocalyticsai,linkedin.com/company/vocalytics,crunchbase.com/organization/vocalytics-b9a2,Costa Mesa,info@vocalytics.com
2249,Samaritan,samaritan.city,twitter.com/@youaresamaritan,linkedin.com/company/givesafe,crunchbase.com/organization/givesafe-2,Seattle,info@samaritan.com
2250,Reactiv,reactivrehab.com,twitter.com/reactivrehab,linkedin.com/company/reactivrehab,crunchbase.com/organization/reactiv-37c4,Brooklyn,info@reactiv.com
2251,Koda Health,kodahealthcare.com,NaN,linkedin.com/company/kodahealth,crunchbase.com/organization/koda-health,Houston,info@kodahealth.com
2252,Dieta Health,dietahealth.com,twitter.com/DietaHealth,linkedin.com/company/35577003,crunchbase.com/organization/dieta,Oak Park,info@dietahealth.com
2253,track.tennis,track.tennis,twitter.com/track_tennis,linkedin.com/company/track-tennis,crunchbase.com/organization/track-tennis,San Rafael,info@track.tennis
2254,FanWide,fanwide.com,twitter.com/fanwide,linkedin.com/company/fanwide,crunchbase.com/organization/fanwide-technologies-inc,Seattle,info@fanwide.com
2255,Playeasy,playeasy.com,twitter.com/playeasysports,linkedin.com/company/playeasysports,crunchbase.com/organization/playeasy,Boston,info@playeasy.com
2256,Fan Powered,fanpowered.com,twitter.com/FanPoweredbxng,NaN,crunchbase.com/organization/fanpowered,Boston,info@fanpowered.com
2257,Voyc,voyc.ai,twitter.com/voyc_ai,linkedin.com/company/voycai,crunchbase.com/organization/voyc-ai#section-overview,Cape Town,info@voyc.ai
2258,Recotap,recotap.com,twitter.com/recotap,linkedin.com/company/recotap,crunchbase.com/organization/recotap#section-overview,Bengaluru,info@recotap.com
2259,Axiom AI,axiom.ai,twitter.com/AxiomRPA,linkedin.com/company/axiom-ai,crunchbase.com/organization/axiom-ai-562e,London,info@axiom.ai
2260,Veeplay,veeplay.com,twitter.com/veeplayer,linkedin.com/company/veeplay,crunchbase.com/organization/veeplay,Munich,info@veeplay.com
2261,Ottogee,ottogee.com,NaN,linkedin.com/company/ottogee-inc,crunchbase.com/organization/ottogee,Dallas,info@ottogee.com
2262,Nestrom,nestrom.com,twitter.com/Nestrom,linkedin.com/company/7947195,crunchbase.com/organization/nestrom,Amman,info@nestrom.com
2263,Element 16 Technologies,element16.com,NaN,linkedin.com/company/element-16,crunchbase.com/organization/element-16-technologies,Glendale,info@element16.com
2264,Buglance DMCC,buglance.com,NaN,linkedin.com/company/13307743,crunchbase.com/organization/buglance,Dubai,info@buglance.com
2265,StrategyConnect,strategyconnect.co,twitter.com/StrategyConnec2,linkedin.com/company/strategyconnect,crunchbase.com/organization/strategyconnect,Dover,info@strategyconnect.com
2266,Dapio,dapio.com,twitter.com/paymobtech,linkedin.com/company/dapio,crunchbase.com/organization/paymob-smart-payments,London,info@dapio.com
2267,Sia Secure,siasecure.com,twitter.com/SiaSecure,linkedin.com/company/sia-secure,crunchbase.com/organization/sia-secure,Skopje,info@sia.secure
2268,Sensgreen,sensgreen.com,twitter.com/sensgreen,linkedin.com/company/sensgreen,crunchbase.com/organization/sensgreen,Ankara,info@sensgreen.com
2269,Pax Credit,paxcredit.com,twitter.com/paxcredit,linkedin.com/company/paxcredit,crunchbase.com/organization/pax-credit,Hyderabad,info@paxcredit.com
2270,NOTARUM,notarum.com,twitter.com/notarum,linkedin.com/company/notarum,crunchbase.com/organization/notarum,Singapore,info@notarum.com
2271,Klaim,klaim.ai,twitter.com/drklaimai,linkedin.com/company/klaim-ai,crunchbase.com/organization/klaim,Abu Dhabi,info@klaim.com
2272,Flaist,flaist.com,twitter.com/ flaist_hq,linkedin.com/company/flaist,crunchbase.com/organization/flaist,Dublin,info@flaist.com
2273,Designhubz,designhubz.com,twitter.com/designhubzhq,linkedin.com/company/designhubz,crunchbase.com/organization/designhubz,San Francisco,info@designhubz.com
2274,DeFiner,definer.org,twitter.com/definerorg,linkedin.com/company/definerorg,crunchbase.com/organization/definer-lending,Minneapolis,info@definer.com
2275,Cogniant.co,cogniant.co,twitter.com/CogniantHealth,linkedin.com/company/cognianthealth,crunchbase.com/organization/cogniant,Singapore,info@cogniant.co
2276,BONFLITE,bonflite.com,twitter.com/bonflite,linkedin.com/company/bonflite,crunchbase.com/organization/bonflite,Dublin,info@bonflite.com
2277,Aumet,aumet.me,twitter.com/aumet_me,linkedin.com/company/aumet-co-,crunchbase.com/organization/crunchbase_Aumet,Amman,info@aumet.com
2278,Cashew Fintech,cashew.me,twitter.com/CashewFintech,linkedin.com/company/cashewfintech,crunchbase.com/organization/cashew-2675,London,info@cashewfintech.com
2279,Kred,kred.in,twitter.com/kredHQ,linkedin.com/company/kredhq,crunchbase.com/organization/kred,Ernakulam,info@kred.com
2280,Fostrum,fostrum.com,twitter.com/Fostrum_fintech,linkedin.com/company/fostrum-financial-technologies,crunchbase.com/organization/fostrum#section-overview,Vancouver,info@fostrum.com
2281,CrowdSense,crowdsense.ai,twitter.com/Crowdsenseai,linkedin.com/company/crowdsenseai,crunchbase.com/organization/crowdsense-crowdsense-ai,Tel Aviv,info@crowdsense.com
2282,Snippet Finance,snippetfinance.com,NaN,linkedin.com/company/snippetfinance,crunchbase.com/organization/snippet-finance,Delaware,info@snippetfinance.com
2283,Phraze,phraze.co,twitter.com/phrazeai,linkedin.com/company/phraze,crunchbase.com/organization/phraze,Rochester,info@phraze.com
2284,Lena Health,lena.io,twitter.com/line_health,linkedin.com/company/linehealth,crunchbase.com/organization/line-health,Houston,info@lenahealth.com
2285,Chorus Health,chorushealth.io,NaN,linkedin.com/company/virtue-io,crunchbase.com/organization/chorus-health,San Francisco,info@chorushealth.com
2286,Super Bloom Bakery,superbloombakery.com,NaN,linkedin.com/company/superbloombakery,NaN,Long Beach,info@superbloombakery.com
2287,Poly Platform,getpolyplatform.com,twitter.com/platformpoly,linkedin.com/company/polyplatform,crunchbase.com/organization/poly-platform,Washington,info@polyplatform.com
2288,LyRise,lyrise.ai,twitter.com/Lyriseai,linkedin.com/company/lyriseai,crunchbase.com/organization/lyrise,Cairo,info@lyrise.com
2289,Lendorse,lendorse.com,NaN,linkedin.com/company/lendorse,crunchbase.com/organization/lendorse,Munich,info@lendorse.com
2290,flowpay.io,flowpay.io,NaN,linkedin.com/company/flowpay-fintech,crunchbase.com/organization/flowpay-b132,Prague,info@flowpay.io
2291,EthicsGrade,ethicsgrade.io,twitter.com/ethicsgrade,linkedin.com/company/ethicsgrade,crunchbase.com/organization/ethicsgrade,St Briavels,info@ethicsgrade.com
2292,Clymb,clymbup.io,twitter.com/ClymbUp,linkedin.com/company/clymb,crunchbase.com/organization/infinite-focus-schools,Baltimore,info@clymb.com
2293,Cerebro NeuroTech,cerebroneurotech.com,NaN,linkedin.com/in/paolo-alejandro-catilo-38b30bb8,NaN,Dover,info@cerebroneurotech.com
2294,Beepboop,beepboop.us,twitter.com/beepboopus,linkedin.com/company/beepboop,crunchbase.com/organization/beepboop-us,New York,info@beepboop.com
2295,ALIVE Podcast Network,alivepodcastnetwork.com,twitter.com/alivepodcastapp,linkedin.com/company/alivepodcastapp,crunchbase.com/organization/alive-podcast-network,Washington,info@alivepodcastnetwork.com
2296,Wellthi,wellthiapp.com,twitter.com/InvestSouSou,linkedin.com/company/wellthi,crunchbase.com/organization/sou-sou,Washington,info@wellthi.com
2297,tychon,tychon.app,twitter.com/TychonApp,linkedin.com/company/tychonapp,crunchbase.com/organization/tychon-3e56,Tacarigua,info@tychon.com
2298,Retavo,assistt.com,twitter.com/AssisttApp,linkedin.com/company/retavo,crunchbase.com/organization/assistt-inc,Winter Park,info@retavo.com
2299,RemoteCoach,remotecoach.fit,twitter.com/remotecoach_fit,linkedin.com/in/ben-camara-410124a,crunchbase.com/organization/remote-coach,Dover,info@remotecoach.com
2300,Private Packs,privatepacks.com,twitter.com/privatepacks,linkedin.com/company/private-packs,crunchbase.com/organization/private-packs,Brooklyn,info@privatepacks.com
2301,Ourside,ourside.nyc,twitter.com/oursidenyc,linkedin.com/company/oursidenyc,crunchbase.com/organization/aspen-apothecary,New York,info@ourside.com
2302,Neufluence,neufluence.com,NaN,linkedin.com/company/neufluence,crunchbase.com/organization/neufluence,New York,info@neufluence.com
2303,Navina,drinknavina.com,twitter.com/drinkcale,linkedin.com/company/drinknavina,NaN,Wilmington,info@navina.com
2304,K'ept Health,kept.health,NaN,linkedin.com/company/kepthhealth,crunchbase.com/organization/k-ept-health,Washington,info@kepthealth.com
2305,Friendly Shoes,friendlyshoes.com,twitter.com/friendlyshoesus,linkedin.com/company/friendly-shoes,NaN,Poway,info@friendlyshoes.com
2306,EQLAB,eqlab.global,NaN,linkedin.com/company/eqlab-global,crunchbase.com/organization/eqlab-global,St. Petersburg,info@eqlab.com
2307,DiversiBoard,diversiboard.com,twitter.com/diversiboard,linkedin.com/company/diversiboard,NaN,New York,info@diversiboard.com
2308,CarpeDM Dating,carpedmdating.com,twitter.com/carpedmdating,linkedin.com/company/carpedmdating,crunchbase.com/organization/carpedm,Woodbridge,info@carpedmdating.com
2309,Buzzbassador,buzzbassador.com,twitter.com/buzzbassador,linkedin.com/company/buzzbassador,crunchbase.com/organization/rocketing-systems,Dallas,info@buzzbassador.com
2310,Bhala AI,bhala.ai,twitter.com/bhala,linkedin.com/company/bhala-ai,crunchbase.com/organization/bhala,Cambridge,info@bhala.ai
2311,ZoneIn,getzonein.com,twitter.com/@www.instagram.com/getzonein/,linkedin.com/company/zonein,crunchbase.com/organization/zonein,New York,info@zonein.com
2312,ValueCo,valuecometrics.com,twitter.com/Valuecometrics,linkedin.com/company/valuecometrics,crunchbase.com/organization/valueco,Paris,info@valueco.com
2313,TrustWare,trustware.io,twitter.com/Trustware_io,linkedin.com/company/trustwareio,crunchbase.com/organization/trustware,Boston,info@trustware.com
2314,THX Network,thx.network,twitter.com/thxprotocol,linkedin.com/company/thxprotocol,crunchbase.com/organization/thx-5ff1,Amsterdam,info@thx.network
2315,SteadyBricks,steadybricks.com,NaN,linkedin.com/company/steadybrickshq,crunchbase.com/organization/steadybricks,Dublin,info@steadybricks.com
2316,SonX,sonx.com,twitter.com/sonx,linkedin.com/company/sonxapp,crunchbase.com/organization/sonx,London,info@sonx.com
2317,SenSwim,senswim.com,NaN,linkedin.com/company/senswim,crunchbase.com/organization/senswim,Tel Aviv-Yafo,info@senswim.com
2318,Savechain,savechain.com,twitter.com/cardsfordegens,linkedin.com/company/savechain,crunchbase.com/organization/savechain,South Lake Tahoe,info@savechain.com
2319,Rebus,rebustech.io,twitter.com/RebusTechInc,linkedin.com/company/rebus-technology,crunchbase.com/organization/rebus-technology,Indianapolis,info@rebus.com
2320,Protico,protico.io,twitter.com/protico_io,linkedin.com/company/protico,crunchbase.com/organization/protico,Taipei,info@protico.com
2321,Porthos & Co,porthos.co,twitter.com/porthos_co,linkedin.com/company/porthos-co,crunchbase.com/organization/porthos-co,London,info@porthosco.com
2322,Peerkat,peerkat.com,twitter.com/itspeerkat,linkedin.com/company/peerkatofficial,crunchbase.com/organization/peerkat,Stowmarket,info@peerkat.com
2323,Ospree,ospree.io,twitter.com/Ospree_io,linkedin.com/company/ospree,crunchbase.com/organization/ospree,Singapore,info@ospree.com
2324,OLTA,olta.art,twitter.com/oltaart,linkedin.com/company/olta-art,crunchbase.com/organization/olta-d491,Bristol,info@olta.com
2325,Loki.code,lokicode.io,twitter.com/getlokicode,linkedin.com/company/get-loki-code,crunchbase.com/organization/loki-code,Concord,info@loki.code
2326,Locker,getlockersport.com,twitter.com/getlockersport,linkedin.com/company/getlocker,crunchbase.com/organization/locker-659d,Dublin,info@locker.com
2327,JR Studio,jr-studio.io,twitter.com/JRStudio_,linkedin.com/company/jr-studio-platform,crunchbase.com/organization/jr-studio,Westervoort,info@jrstudio.com
2328,Fitnescity,fitnescity.com,twitter.com/Fitnescity_Labs,linkedin.com/company/fitnescity,crunchbase.com/organization/fitnescity,New York City,info@fitnescity.com
